"wTXonSva231","I'm about to quit my job to learn to program. What should I do?","than programming, get a job in an industry you're interested in, learn to
[I was 30 when I made the decision to quit my job and learn to program.
like learning to program.
Start by learning how to program with **a good teaching language**.
Last year I decided to quit my job and learn programming and it has been the
[There were 4 things that helped me the most to learn programming, and neither
Instead of learning to code by yourself, check out a program like the Big Nerd
Sure, you can ""learn to program"" in less time...
thinking that you can't learn to program until you quit your job.
languages and the one thing that I have learned is that the programming is all
quit-my-job-to-learn-to-program-What-should-I-
I, much like you, quit my job to learn to program.
[The best way to learn programming is to ...
job to learn how to program and assume that you'll be able to build a product,
learn to program on your spare time.
But if you want to learn to program then it doesn't cost anything, When I was
[You could learn programming online, while still keeping your job.
learning-"
"wbICyVsH241","What's the most pretentious thing you've ever seen on a résumé?","Resume 1.
The resume lacked all the things I was looking for, but the job title listed
on his resume.
them in your resume.
But back to the resumes.
resume.)
“Well, tell me about your experience with <stuff on his resume.>”
though (not due to his resume !
4. Not on the resume itself, but in a cover letter—A candidate for an accounting job asked about drug testing…
5. A manufacturing operations manager candidate who put on his resume that he was “independently wealthy” and in his cover letter mentioned that we should be “grateful” that he chose to apply to our company.
person on Earth at one point.” I’ve seen it because the resume was mine.
My resume.
the job you’re applying for - and why would it be on your resume if it wasn’t
- the hiring manager that reviews your resume will probably know
their resumes.
resume.
When you submit your resume to a job, very few people care about your IQ.
my resume.
resumes.
A guy with this sentence in his resume applied for a job at
resume.
their resume.
resume.
It was the resume itself.
resume.
resume.)
resume.
your resume.
applies for a job and says in their cover letter or on their resume “I know"
"wFn9THPP251","I am a good programmer but I have a hard time cracking interviews. Is this common or am I missing something? Are there any books that can help me out?","The interviewer knows
Interview is a different ballgame and needs serious
_\- Cracking the coding interview:_ It has a good set of problems but I wont
_\- Coderust:_ Good set of more recent interview questions with explanations
Interviews](http://blog.coderust.com/)]
Point being - if you're a good engineer, and you fail an interview, you
Do some reading, have a friend interview you and give
because even when you are not looking for a job, you will be in interview-like
convinced that you're the right person for the job, then the interview becomes
get you to pass the interview.
You don't know how to interview well enough beyond
There are many good books that can teach you how to interview better.
on interviews and turning people off (especially, if you aren't as good as you
Interview](http://www.amazon.com/Cracking-Coding-Interview-Programming-
I'm talking about mock interviewing.
Mock interviewing is like testing your
Always do research about the company before going for the interview.
for the interview.
Go on our blog, Type Job Interviews or Interviews in the top
interviewing/being interviewed.
can-teach-you-about-interviewing-job-candidates/)  
Interview.
So when you finally go to that interview of you dream job, you will find it
Interview Questions](https://www.interviewbit.com/).
previous year Interview question arranged in different categories."
"w9CZd7vK254","What are some good interview questions / tasks to test for attention to detail if I’m interviewing people for data entry positions that require a very high level of accuracy.","Why.](http://lifehacker.com/5930680/i-wont-hire-people-who-use-poor-grammar-
I've found that people who make fewer mistakes on a grammar test also
issuing grammar tests, they pay attention to [sloppy mistakes on
> That's why I grammar test people who walk in the door looking for a job.
Grammar is my litmus test.
* What is the difference between Quality Assurance and Software Testing?
* [ **What is Agile testing?**](http://softwaretestingbooks.com/agile-model)
* [ **What is mean by System testing?**](http://softwaretestingbooks.com/system-testing)
* What are the different stages of System testing?
* [ **What is Unit testing?**](http://softwaretestingbooks.com/unit-testing)
* [ **What is Integration testing?**](http://softwaretestingbooks.com/integration-testing)
* What is functional testing?
* [ **What are the types of software testing?**](http://softwaretestingbooks.com/types-software-testing)
* What is non-functional testing and what are the different types?
* [ **Explain the terms Performance, Load and Stress testing?**](http://softwaretestingbooks.com/performance-testing)
* [ **What is the difference between Alpha and Beta tests?**](http://softwaretestingbooks.com/user-acceptance-testing)
* [What is a test plan and what is a test report?](http://softwaretestingbooks.com/test-plan)
* [ **What is Smoke testing?**](http://softwaretestingbooks.com/difference-between-monkey-sanity-and-smoke-testing)
* [ **Difference between Sanity and Smoke testing?**](http://softwaretestingbooks.com/difference-between-monkey-sanity-and-smoke-testing)
* [ **What is Regression testing?**](http://softwaretestingbooks.com/difference-between-regression-testing-and-retesting)
* [ **What is a test plan?**](http://softwaretestingbooks.com/test-plan)
* [ **What is a test case?**](http://softwaretestingbooks.com/test-cases)
* [ **What are use cases?**](http://softwaretestingbooks.com/use-case)
* What is the difference between Test Plan, T"
"wFn9THPP245","What are some common questions or questions you were asked at HBS interviews?","[The first thing you need to know about an HBS interview is that, in almost
classic MBA interview questions, such as:  
Behavioral interview questions are also common.
However, the most challenging thing about an HBS admissions interview is that
In reality, **there are very few common questions asked at HBS interviews**.
**The most common Harvard Interview Questions are the basic MBA interview
questions that you’d expect in any MBA admissions interviews.**
HBS interviews are notorious for their **oddball interview questions** that
mistake applicants make while preparing for their HBS interviews is to focus
Those same boring MBA interview questions that you’d
We’ve created a compilation of HBS Interview Questions asked in the previous
Harvard MBA interviews.
[ **Download Harvard MBA Interview
Questions**](https://www.mymbasage.com/blog/hbs-interview-questions/)
You can also read a complete guide to the HBS interview here:  
interviews here:  
[Interviewers at HBS are, in many cases, less interested in the specific
Once you have the interview, the
Ask the interviewer questions,
[HBS interviews are probing and very much tailored to your application.
Source: [MBA Admissions Interview: HBS vs.
My interviewer
prepares more HBS applicants for their interviews than any other person.
harvard-interview-2/)  
[ **What An HBS Interview Is Really
Like**](http://poetsandquants.com/2013/07/24/what-an-hbs-admissions-interview-
suggest [The Unofficial HBS Interview Guide](http://www.hbsinterview.com/)."
"w9CZd7vK226","What should you answer when asked ""Why do you want to quit your current job?""","challenge at the interviewer's company>.
answering this question
To answer this question, you should research well about the company before
With these information you can frame answer positively to the interviewer
These answers show that you didn’t necessarily want to leave your last/current
When answering this question, it’s easy to think about all of the things you
**Why do you want to leave your current job?**
It is easy to interpret the interview question “Why do you want to leave your
your current job, and the question “Why do you want to change jobs?” will
There are two working ways of how to answer ANY inconvenient question.
see why an interviewer would ask that question.
company you're interviewing with.
you would want to work for the new company_ , with minimal attention to any
reasons why you might want to leave the other company.
answer this question is like trying to figure out how to write a Haiku because
The answer should be positive, it shouldn't make the previous company look
and this company has all of this going on there, an answer like this could be
Including strengths in your answers increase your interview points and more"
"wLosaUfQ255","How was your IIM C/IIT Kharagpur/ISI Kolkata PGDBA interview experience?","**P.S.** – The interview lasted 15 minutes and my overall experience was
P1- Tell me about yourself
P2: Ok since how long have you been working?
P2: Find e^A from the derived result.
P3: Do you know programming?
P3 : How?
HH-P1 selected
HT-P2 selected
TH-P3 selected
P3: Ok
P3 and P2 : Ok best of luck for your results
* P1 : hypothesis testing ?
* Handed over to P2
* P3 : what kind of debate ?
* P3 : laughed and that's it?
* P3 ..: ok..thanks you may go now..
**P3:** Oh, card tricks.
P3 smiled after the trick.
this point P2 asked be to go back to the previous question.
after some time P2 asked other interviewer if they have any questions?
P2 nodded and asked P3 for any questions.
**P3:** What did you do during your Work Tenure ?
**P2** : What kind of Recommendation Engine, how did you implement it ?
**P2** : What other distances do you know about?
**P2** : and..?
**P1** : Kunal lets talk Statistics..Do you know about Correlation and
**P2** : What is Mahalanobis Distance ?
P1: huh…You don’t know Mahalanobis ?
**P2** : O"
"wlfwRsx660","How can one uncover a manager's traits in an interview?","who used to work for that manager, as well as peers.
superiors; you are not looking for someone who is good at ""managing up."" Do
onto that manager's team.
If the manager came from a well-performing company,
Is the person an experienced manager?
For a manager, in
particular, the task stage could include a situation in which the manager had
Managers
*  **Team test** \- Get every employee that the future manager will be interacting with involved in the hiring process.
*  **Reference test** \- Always cross-check interview answers with the potential manager’s references and previous employers.
[This is a tough one as you never want to make a hiring manager feel
you ask the manager and his employees to describe his management style.
3.Find some appropriate behavioral interview questions to ask the manager and
[If you're interviewing somebody with existing management experience, you can
If they haven't managed before, you could ask them to do the same
good subordinate manager if his style is different from yours?
Use this interview as an opportunity to genuinely evaluate that manager as a
[I've never interviewed as a manager, but I like to ask, as a interv"
"wJ9X4GBE272","How HR recruiter shortlist the resume & how do they reject it?","the resumes as well as rejecting them.
b) Nowadays many resumes get rejected due to the reason that you have to
resume and added some skill set or pointers in which you do not have any
make your resume.
f) Some genuine reasons for getting your resumes rejected:
**Reasons to shortlist the resumes** :
These are some of the few reasons to shortlist as well reject the resume.
Candidate who cannot take pain in saving resume name
Resume format.
[Vikas Goyal's answer to How do I get my resume shortlisted?](/How-do-I-get-
my-resume-shortlisted/answer/Vikas-Goyal-164)
Recruitment is not only about shortlisting and rejection, the most important
full of skills resume and not having given me the chance of an interview, just
Generally HR recruiters get hundreds of resumes.
[How Resumes are Screened by
Recruiters?](https://www.perfectprofile.net/blog/how-resumes-cv-are-screened-
getting resume shortlisted in leading companies involves 2 steps:
very little time looking at a resume- a recent study found that [recruiters
resume](http://blog.talview.com/how-much-time-does-a-recruiter-spend-looking-
at-a-resume).
1. Are Skill Keywords in Job Description mentioned in your work experience section, skills mentioned separately in the resume is often ignored
resume.
They will find your resume on [Jobs - Recruitment - Job Search - Employment -
resume according the need of the company if they find relev"
"wQlRRKaU253","What are the smartest questions ever asked by job applicants to potential employers during job interviews?","\- Where do you see this company in 5, 10, and 15 years?
company in 5 years?
And at the end of the interview you should almost always ask:  
Followed by:  
\- If I don't hear back from you by [date given in previous answer], can I
follow up with you on [the day after date given in previous answer]  
calling you back is not always on the top of their lists of things to do.
[It really depends if the candidate approached the company or if he or she was
interview?""  
""Is there anything I can do to expedite the process, such as provide my list
[ **It really depends on what sector the company is in.**  
Is there room for me to grow with your company?**  
know this going into the interview.**  
**You should always do some research on the company you are interviewing for,
this really impresses the interviewer.**  
**For more helpful tips on interview's I would strongly recommend Job
jobs**](http://www.jobcoconut.com/blog/seeker?txtSearchKeyword=interview)  
[job applicant can ask questions such as these below, however it depends a lot
on what kind of interview is it.
whether it's an interview for a technical job
asked by job applicant in almost all kinds of job interv"
