wjux3S8k25,https://www.quora.com/What-kinds-of-shoes-should-I-wear-to-an-interview,What kinds of shoes should I wear to an interview?,7,0
wxEn8ULW25,https://www.quora.com/unanswered/Does-a-low-academic-percentage-matter-in-an-SSB-interview-If-not-did-anyone-you-know-clear-the-interview,"Does a low academic percentage matter in an SSB interview? If not, did anyone you know clear the interview?",0,0
w1ITzJCO25,https://www.quora.com/unanswered/What-are-the-common-questions-asked-in-every-SSB-interview,What are the common questions asked in every SSB interview?,0,0
w2FTcM7G25,https://www.quora.com/unanswered/I-had-operations-specialist-touching-his-chin-during-my-group-interview-when-I-was-speaking-what-does-that-mean,"I had operations specialist touching his chin during my group interview when I was speaking, what does that mean?",0,0
w8fF1tWH25,https://www.quora.com/unanswered/What-is-the-GD-PI-process-of-LM-Thapar,What is the GD/PI process of LM Thapar?,0,0
waLuRlX624,https://www.quora.com/How-would-you-answer-this-job-interview-question-Why-shouldnt-I-hire-you,How would you answer this job interview question: Why shouldn't I hire you?,275,983
wYdNrXa432,https://www.quora.com/I-applied-for-a-job-as-waiter-I-am-a-student-and-the-interviewer-asked-me-why-do-you-want-to-be-a-waiter-How-can-I-respond,"I applied for a job as waiter .. I am a student and the interviewer asked me ""why do you want to be a waiter?"" How can I respond?",2,0
wuv9y8RN25,https://www.quora.com/unanswered/What-is-the-interview-process-in-PSU,What is the interview process in PSU?,0,0
w7cbmcWU25,https://www.quora.com/A-shopkeeper-sells-two-items-at-the-same-price-If-he-sells-one-of-them-at-a-profit-of-12-5-and-another-at-a-loss-of-12-5-what-will-be-his-loss,"A shopkeeper sells two items at the same price. If he sells one of them at a profit of 12.5% and another at a loss of 12.5%, what will be his loss %?",4,0
w4tzoTZu25,https://www.quora.com/unanswered/Whats-the-best-answer-for-Whats-your-current-CTC,"What's the best answer for ""What's your current CTC""?",0,0
wQZ1SESr24,https://www.quora.com/unanswered/What-type-of-questions-are-asked-in-the-psychometric-test-of-Hyundai,What type of questions are asked in the psychometric test of Hyundai?,0,0
wKs6JDsC33,https://www.quora.com/unanswered/Which-jobs-have-no-interview-but-only-online-based-tests,Which jobs have no interview but only online based tests?,0,0
